Stock quote and option quote for AIG on 4/6/19 19:55:08

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
45.05,N,+.45,44.80,P,45.29,P,4 x 4,"4,063,949",44.70,45.30,44.66

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
2.84%,-4505,.32,Q,3/14/19,56.79,36.16,"869,736,490",1.08

Theo parameters
Theo date,Theo stock price,Theo volatility
4/6/19, 0.00$, 0.00%

12 APR 19  (6)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,,
17 JAN 20  (286)  100
,,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,,
,,AIG200117C20,0,0,76.41%,25.09,.875,.001,.044,-.005,.025,24.07,C,25.100,24.07,20,30,80.33%,19.67%,33.70%,0.14%,0.14%,22.70,X,27.50,H,17 JAN 20,20,.04,X,.15,C,AIG200117P20,0,667,45.15%,.09398443,-.013,.002,.014,-.001,-.005,.14,Z,.095,.14,46,24,3.46%,96.54%,6.42%,0.27%,<empty>,,
,,AIG200117C23,0,0,59.62%,22.10,.887,.002,.046,-.004,.029,15.65,A,22.100,15.65,20,30,84.11%,15.89%,28.13%,0.14%,0.14%,19.70,X,24.50,M,17 JAN 20,23,.10,X,.19,M,AIG200117P23,0,2,40.84%,.14386812,-.021,.003,.020,-.001,-.009,.15,C,.145,.15,52,30,4.81%,95.19%,8.95%,0.41%,<empty>,,
,,AIG200117C25,0,31,51.67%,20.15,.892,.003,.048,-.004,.036,18.21,I,20.150,18.21,20,2,85.23%,14.77%,26.54%,0.28%,0.28%,18.20,X,22.10,Z,17 JAN 20,25,.15,X,.23,X,AIG200117P25,0,"3,537",38.16%,.18846227,-.029,.004,.026,-.002,-.012,.27,E,.190,.27,31,20,5.96%,94.04%,11.11%,0.54%,<empty>,,
,,AIG200117C28,0,0,43.87%,17.32,.891,.006,.055,-.004,.058,0, ,17.325,0,1,20,84.53%,15.47%,28.14%,0.78%,0.78%,15.10,Z,19.55,X,17 JAN 20,28,.27,H,.34,Z,AIG200117P28,0,0,35.04%,.30264742,-.046,.007,.039,-.002,-.019,0, ,.305,0,30,12,8.68%,91.32%,16.16%,0.86%,<empty>,,
,,AIG200117C30,0,83,37.97%,15.35,.891,.008,.058,-.003,.071,14.40,C,15.350,14.40,2,2,84.75%,15.25%,28.02%,0.85%,0.85%,13.40,Z,17.30,Z,17 JAN 20,30,.39,X,.47,X,AIG200117P30,76,"3,249",33.42%,.42714946,-.065,.009,.051,-.003,-.026,.43,C,.430,.43,35,20,11.34%,88.66%,21.10%,1.21%,<empty>,,
,,AIG200117C33,0,2,33.37%,12.60,.868,.013,.074,-.004,.104,12.26,C,12.600,12.26,125,50,81.29%,18.71%,34.51%,1.55%,1.55%,12.00,B,13.20,H,17 JAN 20,33,.63,X,.74,X,AIG200117P33,0,85,30.93%,.68116339,-.103,.014,.071,-.004,-.042,.74,N,.685,.74,30,45,16.32%,83.68%,30.31%,1.94%,<empty>,,
,,AIG200117C35,0,651,31.49%,10.87,.838,.018,.089,-.004,.127,9.96,Q,10.875,9.96,45,7,77.27%,22.73%,41.89%,2.33%,2.33%,10.75,X,11.00,Z,17 JAN 20,35,.85,X,1.00,X,AIG200117P35,33,"8,567",29.38%,.92060359,-.137,.019,.087,-.004,-.055,.90,Z,.925,.90,30,32,20.57%,79.43%,38.15%,2.61%,<empty>,,
,,AIG200117C38,0,0,28.35%,8.35,.776,.026,.113,-.005,.151,0, ,8.350,0,40,20,70.30%,29.70%,54.70%,3.67%,3.67%,8.25,X,8.45,X,17 JAN 20,38,1.34,X,1.48,X,AIG200117P38,2,157,27.03%,1.40,-.204,.026,.113,-.005,-.083,1.42,N,1.410,1.42,30,30,28.40%,71.60%,52.51%,3.98%,<empty>,,
,,AIG200117C40,3,"1,654",26.83%,6.82,.719,.031,.130,-.005,.158,7.00,P,6.825,7.00,60,6,64.11%,35.89%,65.93%,5.01%,5.01%,6.70,X,6.95,Z,17 JAN 20,40,1.80,X,1.96,Z,AIG200117P40,104,"11,012",25.78%,1.87,-.264,.031,.129,-.006,-.107,1.85,Q,1.880,1.85,30,11,34.98%,65.02%,64.46%,5.31%,<empty>,,
,,AIG200117C42,4,66,25.60%,5.44,.649,.036,.144,-.006,.158,5.63,B,5.450,5.63,45,30,56.95%,43.05%,78.78%,6.78%,6.78%,5.35,X,5.55,X,17 JAN 20,42,2.39,X,2.64,X,AIG200117P42,4,200,24.85%,2.51,-.335,.036,.144,-.006,-.136,2.40,M,2.515,2.40,76,30,42.58%,57.42%,78.08%,7.10%,<empty>,,
,,AIG200117C45,121,"14,698",24.09%,3.69,.529,.041,.156,-.006,.143,3.80,B,3.700,3.80,56,30,45.09%,54.91%,99.65%,10.31%,10.31%,3.60,X,3.80,X,17 JAN 20,45,3.65,X,3.80,X,AIG200117P45,26,"8,068",23.36%,3.72,-.455,.042,.156,-.006,-.186,3.71,C,3.725,3.71,30,30,54.80%,45.20%,99.64%,10.52%,<empty>,,
,,AIG200117C47,42,312,23.35%,2.76,.444,.042,.155,-.006,.127,2.80,X,2.770,2.80,45,30,37.04%,62.96%,81.55%,7.82%,13.33%,2.67,X,2.87,X,17 JAN 20,47,4.65,X,4.85,X,AIG200117P47,0,5,22.50%,4.74,-.542,.043,.155,-.006,-.221,5.48,X,4.750,5.48,35,30,63.14%,36.86%,80.93%,7.91%,<empty>,,
,,AIG200117C50,27,"3,809",22.34%,1.69,.321,.040,.142,-.005,.097,1.76,X,1.690,1.76,41,24,25.82%,74.18%,55.98%,4.77%,18.76%,1.63,X,1.75,N,17 JAN 20,50,6.55,X,6.75,X,AIG200117P50,0,"8,570",21.59%,6.64,-.667,.041,.140,-.005,-.270,7.94,M,6.650,7.94,35,30,74.69%,25.31%,54.75%,4.80%,<empty>,,
,,AIG200117C52.5,18,"4,046",21.76%,1.07,.231,.035,.121,-.004,.072,1.14,Q,1.075,1.14,12,30,18.04%,81.96%,38.73%,3.04%,24.08%,.98,Z,1.17,X,17 JAN 20,52.5,8.35,X,8.75,I,AIG200117P52.5,0,"4,846",21.33%,8.55,-.754,.035,.119,-.004,-.297,9.50,X,8.550,9.50,66,40,82.35%,17.65%,37.85%,3.11%,<empty>,,
,,AIG200117C55,205,"4,293",21.32%,.65657877,.159,.028,.097,-.003,.051,.70,Q,.660,.70,72,6,12.00%,88.00%,25.56%,1.86%,29.97%,.57,X,.75,Z,17 JAN 20,55,10.50,X,10.80,B,AIG200117P55,0,"1,929",21.34%,10.65,-.821,.029,.097,-.004,-.306,12.75,C,10.650,12.75,53,125,87.98%,12.02%,25.60%,1.98%,<empty>,,
,,AIG200117C57.5,4,"1,545",21.43%,.42233451,.111,.022,.075,-.003,.036,.45,C,.425,.45,35,20,8.02%,91.98%,16.99%,1.20%,36.37%,.38,X,.47,X,17 JAN 20,57.5,12.50,X,13.25,X,AIG200117P57.5,0,259,21.40%,12.87,-.872,.023,.076,-.003,-.292,13.65,M,12.875,13.65,45,45,92.01%,7.99%,16.94%,1.20%,<empty>,,
,,AIG200117C60,0,"25,345",21.88%,.28803939,.079,.017,.059,-.002,.026,.21,Z,.290,.21,10,30,5.50%,94.50%,11.62%,0.82%,43.05%,.24,N,.34,M,17 JAN 20,60,14.80,X,15.60,H,AIG200117P60,11,"1,280",21.70%,15.20,-.908,.018,.058,-.002,-.253,15.05,M,15.200,15.05,57,42,94.63%,5.37%,11.34%,0.71%,<empty>,,
,,AIG200117C62.5,0,"2,342",21.87%,.17842951,.052,.012,.043,-.002,.017,.17,X,.180,.17,30,20,3.52%,96.48%,7.41%,0.51%,49.80%,.14,X,.22,X,17 JAN 20,62.5,15.55,X,19.70,X,AIG200117P62.5,0,10,22.99%,17.62,-.926,.016,.049,-.002,-.199,24.85,I,17.625,24.85,20,20,95.83%,4.17%,8.81%,0.49%,<empty>,,
,,AIG200117C65,0,"1,839",22.20%,.11900434,.036,.009,.032,-.001,.012,.13,X,.120,.13,35,26,2.36%,97.64%,4.95%,0.34%,56.70%,.08,X,.16,X,17 JAN 20,65,17.95,Z,22.15,Q,AIG200117P65,0,7,23.75%,20.05,-.944,.013,.039,-.001,-.131,22.55,B,20.050,22.55,2,1,96.91%,3.09%,6.51%,0.28%,<empty>,,
,,AIG200117C67.5,0,597,22.91%,.08938653,.028,.007,.025,-.001,.009,.09,B,.090,.09,17,35,1.72%,98.28%,3.60%,0.25%,63.67%,.05,Q,.13,H,17 JAN 20,67.5,20.25,N,24.70,N,AIG200117P67.5,0,0,23.72%,22.47,-.965,.011,.027,-.001,-.033,15.50,N,22.475,15.50,1,1,97.98%,2.02%,4.24%,0.07%,<empty>,,
,,AIG200117C70,0,427,22.86%,.05470474,.018,.005,.018,-.001,.006,.07,Z,.055,.07,0,30,1.08%,98.92%,2.25%,0.16%,70.64%,0,W,.11,H,17 JAN 20,70,22.60,X,27.40,X,AIG200117P70,0,0,26.67%,25.00,-.962,.011,.030,-.001,-.026,18.52,E,25.000,18.52,20,20,97.74%,2.26%,4.78%,0.14%,<empty>,,
,,AIG200117C72.5,0,"1,930",24.62%,.05927229,.018,.004,.018,-.001,.006,.12,X,.060,.12,5,12,1.04%,98.96%,2.19%,0.17%,77.71%,.02,N,.10,C,17 JAN 20,72.5,25.10,X,30.00,X,AIG200117P72.5,0,0,30.14%,27.55,-.953,.011,.036,-.002,-.060,35.10,C,27.550,35.10,10,40,97.33%,2.67%,5.68%,0.28%,<empty>,,
,,AIG200117C75,0,202,25.08%,.04440689,.014,.003,.014,-.001,.005,.05,A,.045,.05,0,20,0.77%,99.23%,1.61%,0.13%,84.73%,0,I,.09,X,17 JAN 20,75,27.60,X,32.40,X,AIG200117P75,0,0,30.39%,30.00,-.968,.010,.027,-.001,-.017,34.00,A,30.000,34.00,20,20,97.95%,2.05%,4.35%,0.14%,<empty>,,
,,AIG200117C80,0,116,25.20%,.01970778,.007,.002,.007,.00,.002,.10,N,.020,.10,3,35,0.34%,99.66%,0.72%,0.06%,98.79%,.01,A,.03,A,17 JAN 20,80,32.50,M,37.30,H,AIG200117P80,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,34.900,0,30,1,100.00%,0.00%,0.00%,-0.14%,<empty>,,
,,AIG200117C85,0,179,29.27%,.0349481,.010,.002,.010,-.001,.003,.16,H,.035,.16,0,9,0.47%,99.53%,1.00%,0.10%,112.95%,0,I,.07,P,17 JAN 20,85,37.50,M,42.30,H,AIG200117P85,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,39.900,0,30,1,100.00%,0.00%,0.00%,-0.14%,<empty>,,
,,AIG200117C90,0,481,35.11%,.08418214,.018,.003,.018,-.001,.006,.09,Z,.085,.09,0,68,0.83%,99.17%,1.77%,0.24%,127.22%,0,W,.17,X,17 JAN 20,90,42.50,M,47.30,H,AIG200117P90,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,44.900,0,30,1,100.00%,0.00%,0.00%,-0.14%,<empty>,,
,,AIG200117C95,0,2,38.89%,.11367073,.022,.003,.021,-.001,.007,.09,N,.115,.09,0,125,0.94%,99.06%,2.01%,0.32%,141.43%,0,W,.23,B,17 JAN 20,95,47.50,H,52.40,X,AIG200117P95,0,0,0.00%,49.95,-1.000,.00,.00,.00,.00,0, ,49.950,0,40,20,100.00%,0.00%,0.00%,0.00%,<empty>,,
,,AIG200117C100,0,361,35.99%,.03986336,.009,.002,.010,-.001,.003,.05,Z,.040,.05,0,24,0.38%,99.62%,0.80%,0.11%,155.34%,0,I,.08,X,17 JAN 20,100,52.55,A,57.40,X,AIG200117P100,0,0,47.77%,54.97,-.953,.005,.022,-.002,-.250,0, ,54.975,0,2,20,98.24%,1.76%,3.85%,0.07%,<empty>,,

15 JAN 21  (650)  100
,,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,,
,,AIG210115C15,0,0,82.96%,30.10,.860,.001,.056,-.003,.042,0, ,30.100,0,1,30,66.63%,33.37%,51.68%,0.06%,0.06%,27.70,T,32.50,M,15 JAN 21,15,0,B,.45,C,AIG210115P15,0,319,45.99%,.22424903,-.018,.002,.026,-.001,-.018,.23,N,.225,.23,0,60,7.12%,92.88%,12.61%,0.28%,<empty>,,
,,AIG210115C18,0,0,63.80%,27.10,.870,.002,.061,-.002,.051,22.95,N,27.100,22.95,1,30,73.85%,26.15%,42.81%,0.06%,0.06%,24.70,T,29.50,M,15 JAN 21,18,.06,X,.62,M,AIG210115P18,0,66,42.21%,.33887508,-.028,.003,.038,-.001,-.028,.48,N,.340,.48,25,20,9.22%,90.78%,16.38%,0.42%,<empty>,,
,,AIG210115C20,0,0,54.14%,25.10,.877,.003,.064,-.002,.057,20.90,N,25.100,20.90,1,30,77.26%,22.74%,38.30%,0.06%,0.06%,22.70,T,27.50,M,15 JAN 21,20,.05,H,.76,X,AIG210115P20,0,146,39.30%,.40406094,-.035,.003,.046,-.001,-.035,.60,Z,.405,.60,30,25,10.29%,89.71%,18.35%,0.50%,<empty>,,
,,AIG210115C23,0,29,42.67%,22.10,.889,.004,.066,-.002,.066,21.60,X,22.100,21.60,1,30,80.97%,19.03%,33.15%,0.06%,0.06%,19.70,T,24.50,M,15 JAN 21,23,0,J,.89,M,AIG210115P23,0,79,34.03%,.44358359,-.044,.004,.056,-.001,-.042,.75,Z,.445,.75,0,20,10.94%,89.06%,19.71%,0.55%,<empty>,,
,,AIG210115C25,0,16,40.58%,20.40,.878,.006,.080,-.002,.105,20.00,C,20.400,20.00,30,1,78.72%,21.28%,37.11%,0.44%,0.44%,18.00,M,22.80,T,15 JAN 21,25,0,J,2.55,M,AIG210115P25,0,379,40.90%,1.27,-.087,.006,.094,-.003,-.089,.81,N,1.275,.81,0,20,21.59%,78.41%,37.60%,1.59%,<empty>,,
,,AIG210115C28,0,0,34.36%,17.55,.872,.008,.092,-.002,.143,0, ,17.550,0,1,35,78.35%,21.65%,38.30%,0.62%,0.62%,15.10,T,20.00,M,15 JAN 21,28,.76,H,1.31,H,AIG210115P28,0,0,32.30%,1.03,-.093,.008,.099,-.002,-.091,0, ,1.035,0,30,30,19.41%,80.59%,34.63%,1.29%,<empty>,,
,,AIG210115C30,5,222,31.74%,15.75,.858,.011,.107,-.002,.178,16.50,N,15.750,16.50,30,40,76.51%,23.49%,41.73%,0.87%,0.87%,13.50,I,18.00,M,15 JAN 21,30,1.00,H,3.15,X,AIG210115P30,0,254,37.20%,2.07,-.141,.010,.133,-.004,-.142,1.35,Z,2.075,1.35,30,35,29.15%,70.85%,50.65%,2.58%,<empty>,,
,,AIG210115C33,0,0,29.60%,13.27,.817,.014,.136,-.002,.233,0, ,13.275,0,20,25,71.34%,28.66%,50.84%,1.53%,1.53%,12.95,H,13.60,X,15 JAN 21,33,0,J,2.02,H,AIG210115P33,5,752,23.29%,1.01,-.124,.014,.122,-.002,-.116,1.72,H,1.010,1.72,0,30,20.84%,79.16%,37.92%,1.26%,<empty>,,
,,AIG210115C35,24,499,29.74%,11.92,.775,.016,.160,-.003,.262,11.74,B,11.925,11.74,30,30,65.93%,34.07%,59.98%,2.34%,2.34%,11.35,H,12.50,H,15 JAN 21,35,2.00,Q,2.48,H,AIG210115P35,9,202,28.26%,2.24,-.194,.016,.162,-.004,-.187,2.10,Q,2.240,2.10,20,30,32.54%,67.46%,57.65%,2.79%,<empty>,,
,,AIG210115C38,0,0,31.19%,10.35,.706,.018,.190,-.004,.282,0, ,10.350,0,35,20,56.95%,43.05%,74.56%,4.11%,4.11%,8.85,X,11.85,H,15 JAN 21,38,.77,X,4.75,C,AIG210115P38,4,13,25.40%,2.76,-.249,.020,.186,-.004,-.237,2.86,Q,2.760,2.86,35,21,38.16%,61.84%,67.66%,3.44%,<empty>,,
,,AIG210115C40,193,"10,427",24.82%,7.97,.675,.024,.202,-.003,.303,8.00,C,7.975,8.00,7,20,56.41%,43.59%,76.89%,3.64%,3.64%,7.90,Z,8.05,C,15 JAN 21,40,2.97,H,3.80,H,AIG210115P40,114,"1,963",24.58%,3.38,-.296,.023,.203,-.004,-.281,3.40,Q,3.385,3.40,30,20,43.40%,56.60%,76.63%,4.22%,<empty>,,
,,AIG210115C42,44,332,23.25%,6.57,.622,.027,.216,-.003,.305,6.90,Z,6.575,6.90,31,20,51.46%,48.54%,85.47%,4.39%,4.39%,6.25,X,6.90,N,15 JAN 21,42,2.45,M,6.20,M,AIG210115P42,26,67,24.79%,4.32,-.348,.024,.216,-.004,-.330,4.15,Q,4.325,4.15,30,30,49.42%,50.58%,86.52%,5.39%,<empty>,,
,,AIG210115C45,118,"1,634",23.88%,5.32,.537,.028,.228,-.004,.287,5.35,Q,5.325,5.35,10,20,42.51%,57.49%,99.78%,6.57%,6.57%,5.25,Q,5.40,N,15 JAN 21,45,4.85,H,5.70,I,AIG210115P45,3,332,22.16%,5.27,-.433,.029,.228,-.004,-.404,5.45,Q,5.275,5.45,30,10,57.13%,42.87%,99.76%,6.57%,<empty>,,
,,AIG210115C47,0,2,23.81%,4.52,.482,.028,.231,-.004,.270,3.65,P,4.525,3.65,30,30,37.24%,62.76%,86.97%,5.64%,8.06%,3.75,X,5.30,H,15 JAN 21,47,6.25,H,8.50,X,AIG210115P47,0,4,26.26%,7.37,-.469,.024,.230,-.005,-.436,7.60,Z,7.375,7.60,30,30,62.79%,37.21%,87.99%,6.76%,<empty>,,
,,AIG210115C50,0,188,22.65%,3.27,.396,.028,.225,-.003,.238,3.00,C,3.275,3.00,30,20,29.78%,70.22%,68.21%,4.08%,10.24%,3.05,H,3.50,I,15 JAN 21,50,8.00,H,8.55,I,AIG210115P50,0,144,21.76%,8.27,-.573,.029,.223,-.004,-.512,8.80,P,8.275,8.80,30,10,70.55%,29.45%,67.16%,4.14%,<empty>,,
,,AIG210115C52.5,0,168,22.34%,2.55,.332,.027,.213,-.003,.207,2.51,X,2.550,2.51,35,20,24.27%,75.73%,55.00%,3.18%,12.45%,2.12,X,2.98,H,15 JAN 21,52.5,9.60,H,10.20,I,AIG210115P52.5,0,269,21.06%,9.90,-.643,.028,.210,-.003,-.552,15.96,I,9.900,15.96,20,10,76.50%,23.50%,52.92%,3.05%,<empty>,,
,,AIG210115C55,6,324,24.08%,2.36,.299,.024,.204,-.003,.188,2.01,I,2.365,2.01,30,2,20.77%,79.23%,47.08%,2.95%,15.34%,1.73,H,3.00,N,15 JAN 21,55,11.45,H,14.20,H,AIG210115P55,0,32,26.05%,12.82,-.642,.023,.211,-.004,-.535,12.65,M,12.825,12.65,30,30,78.17%,21.83%,49.98%,3.58%,<empty>,,
,,AIG210115C57.5,1,487,22.61%,1.63,.235,.022,.181,-.003,.153,1.46,Q,1.635,1.46,30,30,16.00%,84.00%,35.76%,2.04%,17.54%,1.02,H,2.25,H,15 JAN 21,57.5,13.35,H,14.50,X,AIG210115P57.5,0,20,21.58%,13.92,-.743,.024,.177,-.003,-.556,19.21,C,13.925,19.21,20,30,84.79%,15.21%,33.81%,1.84%,<empty>,,
,,AIG210115C60,0,53,21.82%,1.16,.183,.020,.157,-.002,.123,1.02,I,1.160,1.02,4,30,12.19%,87.81%,26.96%,1.44%,20.06%,.80,N,1.52,H,15 JAN 21,60,15.40,X,16.55,X,AIG210115P60,0,7,21.22%,15.97,-.793,.022,.155,-.002,-.526,17.35,M,15.975,17.35,35,35,88.31%,11.69%,25.80%,1.28%,<empty>,,
,,AIG210115C62.5,15,19,22.47%,.98772254,.158,.018,.143,-.002,.106,.96,X,.990,.96,30,35,10.09%,89.91%,22.27%,1.23%,22.96%,.66,H,1.32,X,15 JAN 21,62.5,17.60,H,20.25,X,AIG210115P62.5,0,11,26.19%,18.92,-.765,.020,.170,-.003,-.513,19.60,M,18.925,19.60,30,32,87.32%,12.68%,28.50%,1.84%,<empty>,,
,,AIG210115C65,2,221,21.88%,.69830675,.121,.015,.120,-.002,.083,.66,H,.700,.66,4,5,7.53%,92.47%,16.50%,0.87%,25.72%,.50,N,.90,Z,15 JAN 21,65,18.00,H,22.60,B,AIG210115P65,0,0,20.07%,20.30,-.883,.018,.102,-.001,-.361,0, ,20.300,0,47,1,93.84%,6.16%,13.38%,0.44%,<empty>,,
,,AIG210115C70,0,12,20.18%,.27945765,.059,.010,.071,-.001,.042,.30,N,.280,.30,0,30,3.52%,96.48%,7.58%,0.35%,31.42%,0,D,.56,H,15 JAN 21,70,22.70,C,27.40,B,AIG210115P70,0,0,20.51%,25.05,-.934,.016,.067,-.001,-.126,27.35,N,25.050,27.35,11,1,96.28%,3.72%,8.03%,0.12%,<empty>,,
,,AIG210115C75,0,101,21.23%,.20423253,.043,.007,.055,-.001,.031,.25,C,.205,.25,0,10,2.40%,97.60%,5.17%,0.26%,37.55%,0,D,.41,M,15 JAN 21,75,27.60,E,32.40,T,AIG210115P75,0,0,22.55%,30.00,-.954,.014,.052,-.001,-.018,37.50,A,30.000,37.50,1,1,96.99%,3.01%,6.53%,0.06%,<empty>,,
,,AIG210115C80,0,104,24.17%,.25439499,.047,.007,.059,-.001,.033,.25,H,.255,.25,0,20,2.42%,97.58%,5.25%,0.32%,43.84%,0,J,.51,X,15 JAN 21,80,32.50,M,37.40,T,AIG210115P80,0,0,0.00%,34.95,-1.000,.00,.00,.00,.00,0, ,34.950,0,30,1,100.00%,0.00%,0.00%,0.00%,<empty>,,
,,AIG210115C85,0,237,25.43%,.21907352,.040,.006,.052,-.001,.028,.31,N,.220,.31,0,20,1.92%,98.08%,4.16%,0.27%,50.03%,0,J,.44,M,15 JAN 21,85,37.50,M,42.30,E,AIG210115P85,0,0,--,<empty>,-1.000,.00,.00,.00,.00,31.05,N,39.900,31.05,30,1,100.00%,0.00%,0.00%,-0.06%,<empty>,,
,,AIG210115C90,0,248,27.66%,.24411323,.041,.005,.053,-.001,.029,.15,C,.245,.15,0,25,1.84%,98.16%,4.02%,0.31%,56.29%,0,D,.49,X,15 JAN 21,90,42.60,E,47.40,T,AIG210115P90,0,0,29.77%,45.00,-.966,.011,.034,-.001,-.353,0, ,45.000,0,1,1,97.54%,2.46%,5.42%,0.06%,<empty>,,
